video_id,time,event,score
019d5b34_0,29.48,play,0.043478260869565216
019d5b34_0,26.52,play,0.041666666666666664
019d5b34_0,20.4,play,0.04
019d5b34_0,10.08,play,0.038461538461538464
019d5b34_0,24.76,play,0.037037037037037035
019d5b34_0,13.32,play,0.03571428571428571
019d5b34_0,16.32,play,0.034482758620689655
019d5b34_0,23.08,play,0.03333333333333333
019d5b34_0,15.64,play,0.03225806451612903
019d5b34_0,14.96,play,0.03125
019d5b34_0,28.8,play,0.030303030303030304
019d5b34_0,19.72,play,0.029411764705882353
019d5b34_0,14.0,play,0.02857142857142857
019d5b34_0,0.04,play,0.027777777777777776
019d5b34_1,21.6,challenge,1.0
019d5b34_1,22.28,challenge,0.5
019d5b34_1,17.04,challenge,0.3333333333333333
019d5b34_1,7.28,challenge,0.25
019d5b34_1,22.96,challenge,0.2
019d5b34_1,0.28,challenge,0.16666666666666666
019d5b34_1,1.56,challenge,0.14285714285714285
019d5b34_1,15.52,challenge,0.125
019d5b34_1,14.64,challenge,0.1111111111111111
019d5b34_1,23.64,challenge,0.1
019d5b34_1,9.08,challenge,0.09090909090909091
019d5b34_1,25.84,challenge,0.08333333333333333
019d5b34_1,24.32,challenge,0.07692307692307693
019d5b34_1,13.96,challenge,0.07142857142857142
019d5b34_1,27.32,challenge,0.06666666666666667
019d5b34_1,3.16,challenge,0.0625
019d5b34_1,25.16,challenge,0.058823529411764705
019d5b34_1,2.24,challenge,0.05555555555555555
019d5b34_1,8.4,challenge,0.05263157894736842
019d5b34_1,18.8,challenge,0.05
019d5b34_1,20.32,challenge,0.047619047619047616
019d5b34_1,10.52,challenge,0.045454545454545456
019d5b34_1,6.6,challenge,0.043478260869565216
019d5b34_1,5.72,challenge,0.041666666666666664
019d5b34_1,9.84,challenge,0.04
019d5b34_1,19.56,challenge,0.038461538461538464
019d5b34_1,17.72,challenge,0.037037037037037035
019d5b34_1,13.28,challenge,0.03571428571428571
019d5b34_1,3.84,challenge,0.034482758620689655
019d5b34_1,16.2,challenge,0.03333333333333333
019d5b34_1,26.52,challenge,0.03225806451612903
019d5b34_1,4.52,challenge,0.03125
019d5b34_1,28.48,challenge,0.030303030303030304
019d5b34_1,29.16,challenge,0.029411764705882353
019d5b34_1,12.4,challenge,0.02857142857142857
019d5b34_1,11.2,challenge,0.027777777777777776
019d5b34_1,29.88,challenge,0.02702702702702703
019d5b34_1,27.16,throwin,1.0
019d5b34_1,21.68,throwin,0.5
019d5b34_1,29.0,throwin,0.3333333333333333
019d5b34_1,17.32,throwin,0.25
019d5b34_1,15.48,throwin,0.2
019d5b34_1,1.6,throwin,0.16666666666666666
019d5b34_1,7.28,throwin,0.14285714285714285
019d5b34_1,9.12,throwin,0.125
019d5b34_1,3.24,throwin,0.1111111111111111
019d5b34_1,14.04,throwin,0.1
019d5b34_1,11.48,throwin,0.09090909090909091
019d5b34_1,5.72,throwin,0.08333333333333333
019d5b34_1,18.76,throwin,0.07692307692307693
019d5b34_1,24.32,throwin,0.07142857142857142
019d5b34_1,20.2,throwin,0.06666666666666667
019d5b34_1,0.04,throwin,0.0625
019d5b34_1,17.0,play,1.0
019d5b34_1,18.76,play,0.5
019d5b34_1,10.28,play,0.3333333333333333
019d5b34_1,17.68,play,0.25
019d5b34_1,19.44,play,0.2
019d5b34_1,25.64,play,0.16666666666666666
019d5b34_1,20.12,play,0.14285714285714285
019d5b34_1,5.36,play,0.125
019d5b34_1,4.36,play,0.1111111111111111
019d5b34_1,1.08,play,0.1
019d5b34_1,8.56,play,0.09090909090909091
019d5b34_1,24.8,play,0.08333333333333333
019d5b34_1,26.32,play,0.07692307692307693
019d5b34_1,20.8,play,0.07142857142857142
019d5b34_1,11.28,play,0.06666666666666667
019d5b34_1,6.32,play,0.0625
019d5b34_1,13.28,play,0.058823529411764705
019d5b34_1,9.6,play,0.05555555555555555
019d5b34_1,29.68,play,0.05263157894736842
019d5b34_1,22.44,play,0.05
019d5b34_1,16.32,play,0.047619047619047616
019d5b34_1,11.96,play,0.045454545454545456
019d5b34_1,23.92,play,0.043478260869565216
019d5b34_1,28.96,play,0.041666666666666664
019d5b34_1,23.24,play,0.04
019d5b34_1,27.88,play,0.038461538461538464
019d5b34_1,7.88,play,0.037037037037037035
019d5b34_1,2.56,play,0.03571428571428571
019d5b34_1,27.0,play,0.034482758620689655
019d5b34_1,3.68,play,0.03333333333333333
019d5b34_1,21.48,play,0.03225806451612903
019d5b34_1,13.96,play,0.03125
019d5b34_1,7.0,play,0.030303030303030304
019d5b34_1,14.64,play,0.029411764705882353
019d5b34_1,1.88,play,0.02857142857142857
019d5b34_1,15.64,play,0.027777777777777776
019d5b34_1,0.4,play,0.02702702702702703
0b1495d3_0,16.6,challenge,1.0
0b1495d3_0,15.84,challenge,0.5
0b1495d3_0,14.4,challenge,0.3333333333333333
0b1495d3_0,10.4,challenge,0.25
0b1495d3_0,11.08,challenge,0.2
0b1495d3_0,15.16,challenge,0.16666666666666666
0b1495d3_0,17.28,challenge,0.14285714285714285
0b1495d3_0,13.0,challenge,0.125
0b1495d3_0,11.76,challenge,0.1111111111111111
0b1495d3_0,3.28,challenge,0.1
0b1495d3_0,19.48,challenge,0.09090909090909091
0b1495d3_0,9.72,challenge,0.08333333333333333
0b1495d3_0,25.4,challenge,0.07692307692307693
0b1495d3_0,13.72,challenge,0.07142857142857142
0b1495d3_0,17.96,challenge,0.06666666666666667
0b1495d3_0,23.12,challenge,0.0625
0b1495d3_0,28.76,challenge,0.058823529411764705
0b1495d3_0,1.28,challenge,0.05555555555555555
0b1495d3_0,24.6,challenge,0.05263157894736842
0b1495d3_0,4.72,challenge,0.05
0b1495d3_0,20.16,challenge,0.047619047619047616
0b1495d3_0,18.8,challenge,0.045454545454545456
0b1495d3_0,8.96,challenge,0.043478260869565216
0b1495d3_0,21.28,challenge,0.041666666666666664
0b1495d3_0,3.96,challenge,0.04
0b1495d3_0,1.96,challenge,0.038461538461538464
0b1495d3_0,23.8,challenge,0.037037037037037035
0b1495d3_0,27.68,challenge,0.03571428571428571
0b1495d3_0,21.96,challenge,0.034482758620689655
0b1495d3_0,0.6,challenge,0.03333333333333333
0b1495d3_0,8.08,challenge,0.03225806451612903
0b1495d3_0,7.4,challenge,0.03125
0b1495d3_0,6.04,challenge,0.030303030303030304
0b1495d3_0,26.08,challenge,0.029411764705882353
0b1495d3_0,29.8,challenge,0.02857142857142857
0b1495d3_0,6.72,challenge,0.027777777777777776
0b1495d3_0,27.0,challenge,0.02702702702702703
0b1495d3_0,16.52,throwin,1.0
0b1495d3_0,10.4,throwin,0.5
0b1495d3_0,13.04,throwin,0.3333333333333333
0b1495d3_0,14.48,throwin,0.25
0b1495d3_0,17.96,throwin,0.2
0b1495d3_0,8.96,throwin,0.16666666666666666
0b1495d3_0,4.16,throwin,0.14285714285714285
0b1495d3_0,19.4,throwin,0.125
0b1495d3_0,7.52,throwin,0.1111111111111111
0b1495d3_0,2.72,throwin,0.1
0b1495d3_0,5.6,throwin,0.09090909090909091
0b1495d3_0,25.44,throwin,0.08333333333333333
0b1495d3_0,27.64,throwin,0.07692307692307693
0b1495d3_0,29.8,throwin,0.07142857142857142
0b1495d3_0,0.24,throwin,0.06666666666666667
0b1495d3_0,23.04,throwin,0.0625
0b1495d3_0,20.96,throwin,0.058823529411764705
0b1495d3_0,3.28,play,1.0
0b1495d3_0,25.44,play,0.5
0b1495d3_0,12.4,play,0.3333333333333333
0b1495d3_0,1.4,play,0.25
0b1495d3_0,4.84,play,0.2
0b1495d3_0,2.28,play,0.16666666666666666
0b1495d3_0,28.12,play,0.14285714285714285
0b1495d3_0,21.72,play,0.125
0b1495d3_0,8.08,play,0.1111111111111111
0b1495d3_0,17.6,play,0.1
0b1495d3_0,3.96,play,0.09090909090909091
0b1495d3_0,9.36,play,0.08333333333333333
0b1495d3_0,18.96,play,0.07692307692307693
0b1495d3_0,0.72,play,0.07142857142857142
0b1495d3_0,22.4,play,0.06666666666666667
0b1495d3_0,27.44,play,0.0625
0b1495d3_0,7.28,play,0.058823529411764705
0b1495d3_0,23.92,play,0.05555555555555555
0b1495d3_0,5.8,play,0.05263157894736842
0b1495d3_0,18.28,play,0.05
0b1495d3_0,6.6,play,0.047619047619047616
0b1495d3_0,11.12,play,0.045454545454545456
0b1495d3_0,29.48,play,0.043478260869565216
0b1495d3_0,26.52,play,0.041666666666666664
0b1495d3_0,20.4,play,0.04
0b1495d3_0,10.08,play,0.038461538461538464
0b1495d3_0,24.76,play,0.037037037037037035
0b1495d3_0,13.32,play,0.03571428571428571
0b1495d3_0,16.32,play,0.034482758620689655
0b1495d3_0,23.08,play,0.03333333333333333
0b1495d3_0,15.64,play,0.03225806451612903
0b1495d3_0,14.96,play,0.03125
0b1495d3_0,28.8,play,0.030303030303030304
0b1495d3_0,19.72,play,0.029411764705882353
0b1495d3_0,14.0,play,0.02857142857142857
0b1495d3_0,0.04,play,0.027777777777777776
0b1495d3_1,21.6,challenge,1.0
0b1495d3_1,22.28,challenge,0.5
0b1495d3_1,17.04,challenge,0.3333333333333333
0b1495d3_1,7.28,challenge,0.25
0b1495d3_1,22.96,challenge,0.2
0b1495d3_1,0.28,challenge,0.16666666666666666
0b1495d3_1,1.56,challenge,0.14285714285714285
0b1495d3_1,15.52,challenge,0.125
0b1495d3_1,14.64,challenge,0.1111111111111111
0b1495d3_1,23.64,challenge,0.1
0b1495d3_1,9.08,challenge,0.09090909090909091
0b1495d3_1,25.84,challenge,0.08333333333333333
0b1495d3_1,24.32,challenge,0.07692307692307693
0b1495d3_1,13.96,challenge,0.07142857142857142
0b1495d3_1,27.32,challenge,0.06666666666666667
0b1495d3_1,3.16,challenge,0.0625
0b1495d3_1,25.16,challenge,0.058823529411764705
0b1495d3_1,2.24,challenge,0.05555555555555555
0b1495d3_1,8.4,challenge,0.05263157894736842
0b1495d3_1,18.8,challenge,0.05
0b1495d3_1,20.32,challenge,0.047619047619047616
0b1495d3_1,10.52,challenge,0.045454545454545456
0b1495d3_1,6.6,challenge,0.043478260869565216
0b1495d3_1,5.72,challenge,0.041666666666666664
0b1495d3_1,9.84,challenge,0.04
0b1495d3_1,19.56,challenge,0.038461538461538464
0b1495d3_1,17.72,challenge,0.037037037037037035
0b1495d3_1,13.28,challenge,0.03571428571428571
0b1495d3_1,3.84,challenge,0.034482758620689655
0b1495d3_1,16.2,challenge,0.03333333333333333
0b1495d3_1,26.52,challenge,0.03225806451612903
0b1495d3_1,4.52,challenge,0.03125
0b1495d3_1,28.48,challenge,0.030303030303030304
0b1495d3_1,29.16,challenge,0.029411764705882353
0b1495d3_1,12.4,challenge,0.02857142857142857
0b1495d3_1,11.2,challenge,0.027777777777777776
0b1495d3_1,29.88,challenge,0.02702702702702703
0b1495d3_1,27.16,throwin,1.0
0b1495d3_1,21.68,throwin,0.5
0b1495d3_1,29.0,throwin,0.3333333333333333
0b1495d3_1,17.32,throwin,0.25
0b1495d3_1,15.48,throwin,0.2
0b1495d3_1,1.6,throwin,0.16666666666666666
0b1495d3_1,7.28,throwin,0.14285714285714285
0b1495d3_1,9.12,throwin,0.125
0b1495d3_1,3.24,throwin,0.1111111111111111
0b1495d3_1,14.04,throwin,0.1
0b1495d3_1,11.48,throwin,0.09090909090909091
0b1495d3_1,5.72,throwin,0.08333333333333333
0b1495d3_1,18.76,throwin,0.07692307692307693
0b1495d3_1,24.32,throwin,0.07142857142857142
0b1495d3_1,20.2,throwin,0.06666666666666667
0b1495d3_1,0.04,throwin,0.0625
0b1495d3_1,17.0,play,1.0
0b1495d3_1,18.76,play,0.5
0b1495d3_1,10.28,play,0.3333333333333333
0b1495d3_1,17.68,play,0.25
0b1495d3_1,19.44,play,0.2
0b1495d3_1,25.64,play,0.16666666666666666
0b1495d3_1,20.12,play,0.14285714285714285
0b1495d3_1,5.36,play,0.125
0b1495d3_1,4.36,play,0.1111111111111111
0b1495d3_1,1.08,play,0.1
0b1495d3_1,8.56,play,0.09090909090909091
0b1495d3_1,24.8,play,0.08333333333333333
0b1495d3_1,26.32,play,0.07692307692307693
0b1495d3_1,20.8,play,0.07142857142857142
0b1495d3_1,11.28,play,0.06666666666666667
0b1495d3_1,6.32,play,0.0625
0b1495d3_1,13.28,play,0.058823529411764705
0b1495d3_1,9.6,play,0.05555555555555555
0b1495d3_1,29.68,play,0.05263157894736842
0b1495d3_1,22.44,play,0.05
0b1495d3_1,16.32,play,0.047619047619047616
0b1495d3_1,11.96,play,0.045454545454545456
0b1495d3_1,23.92,play,0.043478260869565216
0b1495d3_1,28.96,play,0.041666666666666664
0b1495d3_1,23.24,play,0.04
0b1495d3_1,27.88,play,0.038461538461538464
0b1495d3_1,7.88,play,0.037037037037037035
0b1495d3_1,2.56,play,0.03571428571428571
0b1495d3_1,27.0,play,0.034482758620689655
0b1495d3_1,3.68,play,0.03333333333333333
0b1495d3_1,21.48,play,0.03225806451612903
0b1495d3_1,13.96,play,0.03125
0b1495d3_1,7.0,play,0.030303030303030304
0b1495d3_1,14.64,play,0.029411764705882353
0b1495d3_1,1.88,play,0.02857142857142857
0b1495d3_1,15.64,play,0.027777777777777776
0b1495d3_1,0.4,play,0.02702702702702703
160606be_0,4.32,challenge,1.0
160606be_0,16.92,challenge,0.5
160606be_0,17.96,challenge,0.3333333333333333
160606be_0,0.24,challenge,0.25
160606be_0,14.48,challenge,0.2
160606be_0,0.92,challenge,0.16666666666666666
160606be_0,18.72,challenge,0.14285714285714285
160606be_0,13.68,challenge,0.125
160606be_0,9.88,challenge,0.1111111111111111
160606be_0,20.76,challenge,0.1
160606be_0,19.96,challenge,0.09090909090909091
160606be_0,28.92,challenge,0.08333333333333333
160606be_0,29.6,challenge,0.07692307692307693
160606be_0,6.52,challenge,0.07142857142857142
160606be_0,12.44,challenge,0.06666666666666667
160606be_0,22.16,challenge,0.0625
160606be_0,1.6,challenge,0.058823529411764705
160606be_0,24.84,challenge,0.05555555555555555
160606be_0,15.16,challenge,0.05263157894736842
160606be_0,21.44,challenge,0.05
160606be_0,24.12,challenge,0.047619047619047616
160606be_0,2.28,challenge,0.045454545454545456
160606be_0,7.48,challenge,0.043478260869565216
160606be_0,2.96,challenge,0.041666666666666664
160606be_0,16.0,challenge,0.04
160606be_0,3.64,challenge,0.038461538461538464
160606be_0,5.0,challenge,0.037037037037037035
160606be_0,9.2,challenge,0.03571428571428571
160606be_0,8.16,challenge,0.034482758620689655
160606be_0,5.84,challenge,0.03333333333333333
160606be_0,10.56,challenge,0.03225806451612903
160606be_0,11.76,challenge,0.03125
160606be_0,22.84,challenge,0.030303030303030304
160606be_0,28.24,challenge,0.029411764705882353
160606be_0,25.52,challenge,0.02857142857142857
160606be_0,27.56,challenge,0.027777777777777776
160606be_0,26.2,challenge,0.02702702702702703
160606be_0,26.88,challenge,0.02631578947368421
160606be_0,28.88,throwin,1.0
160606be_0,21.96,throwin,0.5
160606be_0,13.2,throwin,0.3333333333333333
160606be_0,4.56,throwin,0.25
160606be_0,18.48,throwin,0.2
160606be_0,25.32,throwin,0.16666666666666666
160606be_0,7.12,throwin,0.14285714285714285
160606be_0,26.76,throwin,0.125
160606be_0,0.24,throwin,0.1111111111111111
160606be_0,23.4,throwin,0.1
160606be_0,16.88,throwin,0.09090909090909091
160606be_0,20.24,throwin,0.08333333333333333
160606be_0,2.6,throwin,0.07692307692307693
160606be_0,10.88,throwin,0.07142857142857142
160606be_0,14.64,throwin,0.06666666666666667
160606be_0,9.44,throwin,0.0625
160606be_0,20.96,play,1.0
160606be_0,20.08,play,0.5
160606be_0,12.48,play,0.3333333333333333
160606be_0,1.56,play,0.25
160606be_0,3.08,play,0.2
160606be_0,29.2,play,0.16666666666666666
160606be_0,16.16,play,0.14285714285714285
160606be_0,11.16,play,0.125
160606be_0,21.64,play,0.1111111111111111
160606be_0,4.96,play,0.1
160606be_0,5.64,play,0.09090909090909091
160606be_0,2.4,play,0.08333333333333333
160606be_0,15.48,play,0.07692307692307693
160606be_0,3.76,play,0.07142857142857142
160606be_0,27.8,play,0.06666666666666667
160606be_0,26.0,play,0.0625
160606be_0,22.52,play,0.058823529411764705
160606be_0,28.52,play,0.05555555555555555
160606be_0,23.48,play,0.05263157894736842
160606be_0,26.92,play,0.05
160606be_0,8.76,play,0.047619047619047616
160606be_0,6.32,play,0.045454545454545456
160606be_0,13.16,play,0.043478260869565216
160606be_0,25.32,play,0.041666666666666664
160606be_0,7.0,play,0.04
160606be_0,8.08,play,0.038461538461538464
160606be_0,24.36,play,0.037037037037037035
160606be_0,10.48,play,0.03571428571428571
160606be_0,14.0,play,0.034482758620689655
160606be_0,14.8,play,0.03333333333333333
160606be_0,9.44,play,0.03225806451612903
160606be_0,17.44,play,0.03125
160606be_0,19.4,play,0.030303030303030304
160606be_0,0.6,play,0.029411764705882353
160606be_0,18.56,play,0.02857142857142857
160606be_0,29.88,play,0.027777777777777776
160606be_1,9.8,challenge,1.0
160606be_1,6.84,challenge,0.5
160606be_1,23.92,challenge,0.3333333333333333
160606be_1,3.04,challenge,0.25
160606be_1,10.48,challenge,0.2
160606be_1,9.12,challenge,0.16666666666666666
160606be_1,6.16,challenge,0.14285714285714285
160606be_1,27.68,challenge,0.125
160606be_1,21.6,challenge,0.1111111111111111
160606be_1,29.8,challenge,0.1
160606be_1,11.24,challenge,0.09090909090909091
160606be_1,8.44,challenge,0.08333333333333333
160606be_1,22.8,challenge,0.07692307692307693
160606be_1,20.92,challenge,0.07142857142857142
160606be_1,5.48,challenge,0.06666666666666667
160606be_1,17.04,challenge,0.0625
160606be_1,26.48,challenge,0.058823529411764705
160606be_1,11.92,challenge,0.05555555555555555
160606be_1,2.36,challenge,0.05263157894736842
160606be_1,20.24,challenge,0.05
160606be_1,7.76,challenge,0.047619047619047616
160606be_1,17.72,challenge,0.045454545454545456
160606be_1,0.24,challenge,0.043478260869565216
160606be_1,18.76,challenge,0.041666666666666664
160606be_1,24.6,challenge,0.04
160606be_1,3.72,challenge,0.038461538461538464
160606be_1,12.6,challenge,0.037037037037037035
160606be_1,15.12,challenge,0.03571428571428571
160606be_1,13.52,challenge,0.034482758620689655
160606be_1,25.8,challenge,0.03333333333333333
160606be_1,15.8,challenge,0.03225806451612903
160606be_1,1.2,challenge,0.03125
160606be_1,28.36,challenge,0.030303030303030304
160606be_1,4.4,challenge,0.029411764705882353
160606be_1,19.56,challenge,0.02857142857142857
160606be_1,14.44,challenge,0.027777777777777776
160606be_1,29.12,challenge,0.02702702702702703
160606be_1,9.52,throwin,1.0
160606be_1,3.0,throwin,0.5
160606be_1,6.92,throwin,0.3333333333333333
160606be_1,29.8,throwin,0.25
160606be_1,23.88,throwin,0.2
160606be_1,27.68,throwin,0.16666666666666666
160606be_1,17.24,throwin,0.14285714285714285
160606be_1,5.48,throwin,0.125
160606be_1,14.16,throwin,0.1111111111111111
160606be_1,11.16,throwin,0.1
160606be_1,21.64,throwin,0.09090909090909091
160606be_1,18.68,throwin,0.08333333333333333
160606be_1,15.72,throwin,0.07692307692307693
160606be_1,0.24,throwin,0.07142857142857142
160606be_1,20.16,throwin,0.06666666666666667
160606be_1,12.6,throwin,0.0625
160606be_1,25.92,throwin,0.058823529411764705
160606be_1,23.92,play,1.0
160606be_1,6.96,play,0.5
160606be_1,5.56,play,0.3333333333333333
160606be_1,11.92,play,0.25
160606be_1,12.68,play,0.2
160606be_1,1.88,play,0.16666666666666666
160606be_1,4.48,play,0.14285714285714285
160606be_1,15.12,play,0.125
160606be_1,23.24,play,0.1111111111111111
160606be_1,15.8,play,0.1
160606be_1,3.68,play,0.09090909090909091
160606be_1,1.2,play,0.08333333333333333
160606be_1,29.32,play,0.07692307692307693
160606be_1,28.44,play,0.07142857142857142
160606be_1,16.48,play,0.06666666666666667
160606be_1,14.44,play,0.0625
160606be_1,19.24,play,0.058823529411764705
160606be_1,0.52,play,0.05555555555555555
160606be_1,27.0,play,0.05263157894736842
160606be_1,24.6,play,0.05
160606be_1,13.36,play,0.047619047619047616
160606be_1,25.28,play,0.045454545454545456
160606be_1,19.92,play,0.043478260869565216
160606be_1,8.12,play,0.041666666666666664
160606be_1,10.96,play,0.04
160606be_1,17.92,play,0.038461538461538464
160606be_1,25.96,play,0.037037037037037035
160606be_1,22.28,play,0.03571428571428571
160606be_1,20.6,play,0.034482758620689655
160606be_1,17.24,play,0.03333333333333333
160606be_1,2.56,play,0.03225806451612903
160606be_1,21.28,play,0.03125
160606be_1,8.88,play,0.030303030303030304
160606be_1,27.76,play,0.029411764705882353
160606be_1,6.28,play,0.02857142857142857
160606be_1,10.28,play,0.027777777777777776
160606be_1,9.56,play,0.02702702702702703
2f54ed1c_0,29.72,challenge,1.0
2f54ed1c_0,27.28,challenge,0.5
2f54ed1c_0,7.64,challenge,0.3333333333333333
2f54ed1c_0,13.24,challenge,0.25
2f54ed1c_0,10.08,challenge,0.2
2f54ed1c_0,12.08,challenge,0.16666666666666666
2f54ed1c_0,8.32,challenge,0.14285714285714285
2f54ed1c_0,14.68,challenge,0.125
2f54ed1c_0,29.04,challenge,0.1111111111111111
2f54ed1c_0,9.0,challenge,0.1
2f54ed1c_0,11.4,challenge,0.09090909090909091
2f54ed1c_0,19.48,challenge,0.08333333333333333
2f54ed1c_0,21.6,challenge,0.07692307692307693
2f54ed1c_0,6.4,challenge,0.07142857142857142
2f54ed1c_0,13.92,challenge,0.06666666666666667
2f54ed1c_0,5.72,challenge,0.0625
2f54ed1c_0,1.76,challenge,0.058823529411764705
2f54ed1c_0,15.36,challenge,0.05555555555555555
2f54ed1c_0,16.52,challenge,0.05263157894736842
2f54ed1c_0,27.96,challenge,0.05
2f54ed1c_0,17.28,challenge,0.047619047619047616
2f54ed1c_0,3.44,challenge,0.045454545454545456
2f54ed1c_0,24.24,challenge,0.043478260869565216
2f54ed1c_0,23.4,challenge,0.041666666666666664
2f54ed1c_0,2.52,challenge,0.04
2f54ed1c_0,4.24,challenge,0.038461538461538464
2f54ed1c_0,0.24,challenge,0.037037037037037035
2f54ed1c_0,26.0,challenge,0.03571428571428571
2f54ed1c_0,24.92,challenge,0.034482758620689655
2f54ed1c_0,5.04,challenge,0.03333333333333333
2f54ed1c_0,18.08,challenge,0.03225806451612903
2f54ed1c_0,20.92,challenge,0.03125
2f54ed1c_0,18.76,challenge,0.030303030303030304
2f54ed1c_0,22.64,challenge,0.029411764705882353
2f54ed1c_0,20.24,challenge,0.02857142857142857
2f54ed1c_0,1.08,challenge,0.027777777777777776
2f54ed1c_0,3.52,throwin,1.0
2f54ed1c_0,5.04,throwin,0.5
2f54ed1c_0,0.24,throwin,0.3333333333333333
2f54ed1c_0,8.92,throwin,0.25
2f54ed1c_0,12.12,throwin,0.2
2f54ed1c_0,7.48,throwin,0.16666666666666666
2f54ed1c_0,2.08,throwin,0.14285714285714285
2f54ed1c_0,27.32,throwin,0.125
2f54ed1c_0,13.56,throwin,0.1111111111111111
2f54ed1c_0,10.36,throwin,0.1
2f54ed1c_0,29.16,throwin,0.09090909090909091
2f54ed1c_0,15.0,throwin,0.08333333333333333
2f54ed1c_0,19.48,throwin,0.07692307692307693
2f54ed1c_0,21.6,throwin,0.07142857142857142
2f54ed1c_0,16.48,throwin,0.06666666666666667
2f54ed1c_0,24.24,throwin,0.0625
2f54ed1c_0,25.88,throwin,0.058823529411764705
2f54ed1c_0,18.04,throwin,0.05555555555555555
2f54ed1c_0,6.6,play,1.0
2f54ed1c_0,17.28,play,0.5
2f54ed1c_0,11.28,play,0.3333333333333333
2f54ed1c_0,24.24,play,0.25
2f54ed1c_0,29.8,play,0.2
2f54ed1c_0,0.24,play,0.16666666666666666
2f54ed1c_0,25.96,play,0.14285714285714285
2f54ed1c_0,5.0,play,0.125
2f54ed1c_0,3.64,play,0.1111111111111111
2f54ed1c_0,25.28,play,0.1
2f54ed1c_0,20.84,play,0.09090909090909091
2f54ed1c_0,23.0,play,0.08333333333333333
2f54ed1c_0,18.8,play,0.07692307692307693
2f54ed1c_0,15.92,play,0.07142857142857142
2f54ed1c_0,18.04,play,0.06666666666666667
2f54ed1c_0,12.72,play,0.0625
2f54ed1c_0,1.2,play,0.058823529411764705
2f54ed1c_0,26.64,play,0.05555555555555555
2f54ed1c_0,22.24,play,0.05263157894736842
2f54ed1c_0,2.08,play,0.05
